zone_id,timestamp,temperature,humidity,air_pressure,dust_concentration,noise_level,light_intensity
Zone-D,2024-04-10 19:30:00,22.4,54.0,101.65,15.3,66.1,436.0
Zone-A,2024-04-10 20:00:00,21.7,55.0,101.3,17.8,64.9,494.0
Zone-B,2024-04-10 20:30:00,22.9,41.3,101.37,8.3,64.8,458.0
Zone-D,2024-04-10 21:00:00,20.3,54.4,101.52,13.9,72.1,550.0
Zone-D,2024-04-10 21:30:00,21.8,44.3,101.28,13.1,63.6,521.0
Zone-A,2024-04-10 22:00:00,21.1,54.0,101.19,11.9,66.9,499.0
Zone-B,2024-04-10 22:30:00,23.3,50.5,101.02,15.9,62.3,507.0
Zone-D,2024-04-10 23:00:00,21.1,49.4,101.31,17.2,63.3,361.0
Zone-A,2024-04-10 23:30:00,20.6,50.4,101.54,15.9,68.0,508.0
Zone-C,2024-04-11 00:00:00,22.3,49.3,101.51,19.9,62.1,511.0
Zone-C,2024-04-11 00:30:00,20.2,55.0,101.33,14.9,61.6,489.0
Zone-C,2024-04-11 01:00:00,21.9,46.8,101.33,12.4,66.3,451.0
Zone-D,2024-04-11 01:30:00,22.2,49.4,101.36,15.5,65.3,463.0
Zone-B,2024-04-11 02:00:00,22.8,50.9,101.43,14.9,64.5,449.0
Zone-A,2024-04-11 02:30:00,21.0,48.6,101.49,11.3,61.0,496.0
Zone-C,2024-04-11 03:00:00,20.9,48.9,101.21,13.1,62.7,453.0
Zone-D,2024-04-11 03:30:00,21.4,45.6,101.42,12.3,66.4,467.0
Zone-C,2024-04-11 04:00:00,23.6,50.1,101.08,22.5,63.7,472.0
Zone-A,2024-04-11 04:30:00,21.3,51.2,101.01,15.4,59.9,496.0
Zone-A,2024-04-11 05:00:00,23.7,48.3,101.48,10.0,63.1,439.0
Zone-B,2024-04-11 05:30:00,24.9,48.8,101.17,14.2,65.0,481.0
Zone-B,2024-04-11 06:00:00,20.2,54.0,101.52,16.0,65.8,511.0
Zone-C,2024-04-11 06:30:00,21.3,48.3,101.62,16.9,61.0,477.0
Zone-C,2024-04-11 07:00:00,22.7,51.1,101.41,10.5,66.0,556.0
Zone-A,2024-04-11 07:30:00,19.7,55.2,101.37,15.3,62.1,468.0
Zone-B,2024-04-11 08:00:00,21.4,45.7,101.24,12.3,67.0,348.0
Zone-C,2024-04-11 08:30:00,21.6,47.1,101.3,22.1,70.0,475.0
Zone-A,2024-04-11 09:00:00,21.7,47.5,101.27,17.2,61.1,578.0
Zone-A,2024-04-11 09:30:00,23.4,52.6,101.38,12.3,68.0,484.0
Zone-A,2024-04-11 10:00:00,19.5,50.2,101.07,13.2,67.1,494.0
Zone-A,2024-04-11 10:30:00,21.9,53.5,100.85,18.4,65.4,497.0
Zone-C,2024-04-11 11:00:00,21.9,51.9,101.51,14.3,64.6,530.0
Zone-C,2024-04-11 11:30:00,18.9,49.7,101.4,13.5,62.6,492.0
Zone-D,2024-04-11 12:00:00,21.1,49.3,101.21,19.7,61.6,542.0
Zone-A,2024-04-11 12:30:00,21.1,51.0,101.43,19.6,66.2,480.0
Zone-D,2024-04-11 13:00:00,22.1,55.8,101.33,11.1,63.9,480.0
Zone-C,2024-04-11 13:30:00,23.1,46.3,101.2,15.6,64.2,505.0
Zone-A,2024-04-11 14:00:00,22.2,50.6,101.11,17.4,63.4,499.0
Zone-A,2024-04-11 14:30:00,20.2,50.1,101.34,15.1,62.7,556.0
Zone-B,2024-04-11 15:00:00,22.9,49.6,101.27,12.8,63.1,573.0
Zone-A,2024-04-11 15:30:00,21.5,58.3,101.07,16.1,65.7,502.0
Zone-C,2024-04-11 16:00:00,19.6,45.9,101.34,11.9,68.6,489.0
Zone-C,2024-04-11 16:30:00,22.4,49.9,101.29,19.6,68.3,508.0
Zone-A,2024-04-11 17:00:00,23.0,53.5,101.18,10.3,66.7,562.0
Zone-A,2024-04-11 17:30:00,19.4,48.2,101.25,12.1,64.6,444.0
Zone-C,2024-04-11 18:00:00,21.5,52.1,100.89,11.8,69.2,459.0
Zone-A,2024-04-11 18:30:00,18.1,50.5,101.29,15.4,65.2,564.0
Zone-C,2024-04-11 19:00:00,20.9,49.7,101.21,17.0,67.3,519.0
Zone-B,2024-04-11 19:30:00,25.2,51.7,101.55,12.3,62.9,599.0
Zone-A,2024-04-11 20:00:00,20.0,52.3,101.56,18.5,60.2,482.0
Zone-C,2024-04-11 20:30:00,22.9,52.2,101.3,12.9,64.2,469.0
Zone-D,2024-04-11 21:00:00,20.1,49.1,101.67,14.2,60.5,482.0
Zone-D,2024-04-11 21:30:00,24.6,45.2,101.3,17.2,61.6,510.0
Zone-C,2024-04-11 22:00:00,20.6,46.3,101.42,20.5,63.8,529.0
Zone-A,2024-04-11 22:30:00,22.7,50.5,101.16,12.0,62.6,491.0
Zone-B,2024-04-11 23:00:00,21.4,46.6,101.26,13.1,66.7,480.0
Zone-C,2024-04-11 23:30:00,23.3,50.7,101.2,14.5,64.6,508.0
